sample_id,source_index,split,label,text_sha256
tram-000682,681,train,T1113,b6a6ca4d522e0b96769035d7c199c995e341df21deb7ded72ea9b09f72c4875a
tram-000683,682,train,T1518.001,ee1ae72e923cba27b6e0a2a290ea534738b00b2e46d1ae1f238b14dd05d06531
tram-000684,683,test,T1140,49ca834b0ffe91486cc088fd67123461d51f49e86c8129f35943c52c6d8da1a9
tram-000685,684,train,T1070.004,811f597249d528b10a48f2d2276d6108cf23aa3a4746cab84a6cf0e97a78d76b
tram-000686,685,train,T1057,623fc7b4d3786e5b932e81217f00358ce3197634508e5c49a0704eaeb2b68de7
tram-000687,686,train,T1083,a99b530471a4b2768b02803e935fcc9397b2162338e1359712576dd3caf4e98f
tram-000688,687,train,T1112,8104057c4f679bc461b1b5152d5608ae5f87b0fb1347d9a9d5695d8e75bbd5cd
tram-000689,688,train,T1055,2e5ca1e052bf913dc2381abcd18ca8c57edcf4f2e1f5e43e2fe5a25f09cd2cf1
tram-000690,689,train,T1003.001,0bcfce2d0ce1963587a90573ae784b0b9d4929f4a17bf25d2634ced22bb62ff6
tram-000691,690,train,T1041,f1cac343b5c674b4b7ec9a4b4dc12959eb2e5269a3ffaad003d06d464493a49a
tram-000692,691,train,T1055,2d77a823851d8509263d4487103d92119341f0e0b817e87da8acad5f5e333fa7
tram-000693,692,train,T1047,c792ca2269cd8af1000815f484070df8fda8b407c8761cdffb61429ade23ef48
tram-000694,693,train,T1003.001,32a7e80163585d1d657d9ea14190044e6a153ab6396d892584bbbc7caf03e66b
tram-000695,694,test,T1074.001,024887ceca0816798ceeecc677dcce2e61122817a050f22bfdc24821ade50e5f
tram-000696,695,train,T1059.003,ee9dce46e94b0e3e02daa7d608bb733c7e8b3c72f96eb1610a63814b1ab624d5
tram-000697,696,train,T1057,6809b2db4792bd1f7f18793aeea1e916b43ed3d23dc8e7a1555d995b375b5aef
tram-000698,697,train,T1543.003,ac0dc1154bfa844978ad79a62daa248df5f4fcfead8a4ec8d0e4bc44535ae550
tram-000699,698,train,T1140,531baf67d77f54bab8692ce4ad11f0e1e6514129da9513ad230b7e11ee11aa63
tram-000700,699,train,T1021.001,1565949b62ac349e4fe2c5d267fde69dc660d7e4a841414b3ac21c8805467270
tram-000701,700,test,T1518.001,28651c99081a839496eb76e3f80c45906af9dc344cbbcf39e63180a15bb4fd4f
tram-000702,701,train,T1140,d8aaf3b24a011b82e003ba6dfc40dcc788c12e55a6114d81d973b1b155a3f762
tram-000703,702,train,T1059.003,cacaf664a579f55645d769c284e904fc97bbf636d0a876231bc04871c5b8ed1b
tram-000704,703,train,T1082,7a593445a505583ae89516417e87822fda85efbaf961c5a17288c1310968bdf7
tram-000705,704,test,T1057,41a979fe11735a2d08757b2685c4a37c512278d6bb8d71f503683b553f214eef
tram-000706,705,train,T1036.005,d650ce9198143594c5af5e8d580e4637d0e207e8f030e6f3c47120de96693f0c
tram-000707,706,train,T1016,64cecebfb389d2d494c08a4b984b7a93ef5cd88126f6b053e2bff47f8eac80ce
tram-000708,707,train,T1056.001,700b8769188c9b0edaff24f68527a2cf346a8b5888138dd1c8271d21a441a4c9
tram-000709,708,validation,T1027,0b644e808887210dc00556da810f33f10cecca147108e04f03ae6556bd6a3716
tram-000710,709,train,T1012,5d11337cf6a6fc2f437a595198cecd772ae0c3674de2acf248c93c027ff4376e
tram-000711,710,validation,T1078,f9c76706d627d8a89fc24a0bc15bf46d2ba66a34452d6d7083a177df25f5c8df
tram-000712,711,train,T1027,482e56403d64592d66d60134f98b2fd446dc969a96de6044fd448da7b27fa11c
tram-000713,712,train,T1090,f37a4c63d6bd9e442fedbae54b79c1eb2bb7942c0b4eabf4b6493801e14d4409
tram-000714,713,validation,T1204.002,e344313189b8b12d7189ca038fe59ff011aaa9bbd41d620961092eae1c55cce5
tram-000715,714,test,T1204.002,3ad6d971c7c43d7a03bc2c6fa54bb6c4795ad87c8243c5a511f18f4e5927ecfc
tram-000716,715,test,T1027,59854554d32c817152af332a1f9a6d0f4b1112546cec574721b9f83c3ad62a62
tram-000717,716,train,T1027,18e225334c2fa23576303f5fa44b4b65e21c40b2d9e88fd783cde5886219331f
tram-000718,717,train,T1027,b5cb2dbcdd3ffa13486b4e9682e3c52c86f085a570649dce0a9920e725e78890
tram-000719,718,validation,T1548.002,240370dbe8008e799d068ad6e9aa585c93b86a0090c34d110926af6fd1310d63
tram-000720,719,train,T1564.001,32e7fdb97a5e962ad12d35122b2912acca6a7589a9b2aa3e2c8a54f6ba3da4c8
tram-000721,720,train,T1041,6d1ec97268288981a88cf644c7ee61fca8bc7618d01da095975fc9959ce548c4
tram-000722,721,train,T1090,0683af3cebf1ad10097a69fa06f7f2bcdfada5bd629287d16f30e60c2a2c6008
tram-000723,722,train,T1140,921135cba1b7322193f6167569dcfc1bad5273f2fe2aa2b12e64ddcf67b92815
tram-000724,723,train,T1070.004,e15cea5d3407caad973f99765e3343f9fc92c04f2fcbdb3a8d10c8095928a0a6
tram-000725,724,train,T1112,5f011a45c6368d6e6244f61073fa070d43aa3f0b7816f5c52eb0ba9d23fba740
tram-000726,725,train,T1053.005,86d0987bcb8ed207bdaa02a7b0c91e3fe36a1d9bef8a5151365f5aca0ed40b60
tram-000727,726,train,T1005,b31b19cd33197e61739e230c1d6c453706e17689b95295ec2cdb1c866b6070b6
tram-000728,727,train,T1074.001,541ec980d5464bef64aac10b7f0640cd82ad29514cd7f4a8e6d03e6de6ac387e
tram-000729,728,train,T1140,c665ef0656ce020b8726d88145f059905ae96744f0deb97d76271fdd58ee7c9b
tram-000730,729,train,T1573.001,e9af16997042ced84033401d177625c554f75e8b423694cc639035f37b586096
tram-000731,730,test,T1140,3f80e68b7bb2baa079d7df1e4ef7ac51468e815a89c9400962fdbb804533dc68
tram-000732,731,train,T1016,121840c249e8955769bd60195fd263c3545ba70cec1101190def2c59c218b07e
tram-000733,732,train,T1082,88cb8b77edd82477e671d12d1c945fa7ab22d3840aa155f237c7039b852e3dad
tram-000734,733,validation,T1090,e2a4c291b4e89f1c17ded013a1f229cc0814adbe9952fc3a17cb1b84d049a774
tram-000735,734,train,T1113,3dadb3a2ac0d110519f80c8a3b5963377a1d3b235bf89cc60f7f81607ca7ad1e
tram-000736,735,validation,T1027,4fdd4be0bdd9ff963156ccf621811a7dc6861ab2d2f1aec57e63c292d574790f
tram-000737,736,validation,T1059.003,02eeb3da2d98d01157f1773f54a9976137b23c0a97e2e2f8205eeee5324cd483
tram-000738,737,train,T1083,82a7469a60e5274c3ce49975b2f255c20d90bb339d9910589a45852b95b1eff6
tram-000739,738,validation,T1059.003,1e449bb8fa9a2adbed358baf9f6799e02f59e6453f45e591da60c45d1005540b
tram-000740,739,train,T1033,526d6b2caaa0118df35b12b2af2a203c9ee890e4a67570da8520be1375c775ce
tram-000741,740,validation,T1543.003,e1389348fc19c1eb2379d1d7f37f91ad17c0e8bacda945fefc4892844db8f705
tram-000742,741,train,T1105,371bdf3be90ba14a36f447386a7aa9a265027e40bae7ba393431d5823cd36b76
tram-000743,742,validation,T1105,ef4fad19c5a3b73a4286b51db081a2cbe4c9ba64d1a30c49dff5a4cc32f276da
tram-000744,743,train,T1021.001,b97678bda8480f830b051ba13c42fcce96180de3dbbf1cd4f66ff0fa877852ea
tram-000745,744,test,T1083,01070daf8126f3334754863ef7c2fac423f3260126d8d95bde4e064c776dd88b
tram-000746,745,train,T1033,4e8c551d1705b0def11c2655a3fd1edad047d9eed0f60fb94706013910a54110
tram-000747,746,train,T1021.001,068696c2b48ff5da011b12a567598aa48ca537475b32f005c12a8ada8147ef2d
tram-000748,747,validation,T1057,15348b3c8c36d22cc9667aa8fc7069200e1778dbd6d05b2bb930ce2e8f7a3c2d
tram-000749,748,train,T1083,7bef2eb2b29b0c81f692f917f07a59eabd7f6e3174b50d0bcda04e1dde23aba2
tram-000750,749,train,T1078,a783e560afe5eed0716787389a0672775537dbed5ebaf6b818a55af10d2388ef
tram-000751,750,validation,T1082,b1cc1c63e1b2607ff55b5a51c5195fdd8094512c8e3e12bf87caf3f57f320c91
tram-000752,751,train,T1105,c5dcbc27a0767c5047f41b718b18b7fe786610d88060cb99e51104a2c53b66f5
tram-000753,752,train,T1016,6a9e4f184d1c7064c0a3071f03481fcc6b62b9d6ce3820386b5ff04ccd438bd0
tram-000754,753,train,T1105,141dd737f728ae94bc1f2055e78bedccd44de995d7e3afceabf0750f893fc1b0
tram-000755,754,train,T1105,2bbe46df79a002714e40679ac14cef66cfa50a383b59f26be67eea63b7046b7a
tram-000756,755,train,T1219,53c5c32c46756e1e0f88c4df2833b14eddca44ad79c1c26051143508fdcc5fc0
tram-000757,756,validation,T1047,5647f956ea769bb483dc18567ae18fbca409b488e09fd48b84d183842d3cf155
tram-000758,757,train,T1056.001,29047e0d15bd215009be7152a2c1ff2d6991462d43065d5932e44b021a1db01c
tram-000759,758,validation,T1033,b62b5a117fdd4f3dfffa6235570e4d71b1dde21f0c0aa167db27129126efcff8
tram-000760,759,train,T1552.001,784f17929fa6674866a1c4695f97656485c454de2cf66515bf77d162909635a6
tram-000761,760,train,T1140,003d93c0bfe4ba281e13b82437272e43ef5ec00dce51eb39ee7973cee340b3d4
tram-000762,761,validation,T1047,a88326aec543f2b02d781c263a4abfafe138d84e56a3d3ebbf021e654d00c1af
tram-000763,762,train,T1005,d861bfd8820bcf8dac0599162b077386762ad3f8b2a1dadadc8ecff2f913089b
tram-000764,763,train,T1573.001,815bb3d40447e244741c7b09f13bbf31c79450f3f66e8f6ef83228211e8fddc6
tram-000765,764,test,T1083,cc7ff54b17dad85602a1b8755b7dc8ae3b449a6b5cc905fd5653bcfebadbc286
tram-000766,765,validation,T1016,e4161487637d648c67480e3dfc9698341a2c07454c77c59311d276f31a044cd2
tram-000767,766,train,T1016,312b743adae0cebf20e80d5f30559a9ccd70114d4696281e9a580b039bfb6af7
tram-000768,767,train,T1027,f44b221e78490e685364fe0e9bf00f5c393770caba2a727790b4601e50e4dc2b
tram-000769,768,train,T1082,ddccc1ff7b996474d54d8cea12c8cd5f57f474ea93312d5dab1d196324c9100b
tram-000770,769,train,T1110,4417197ca5d8a65ddefdeeadc67912238b42ecdc9047b3a0dffff10caa6995a0
tram-000771,770,train,T1005,340ccea3346e9d5136b951d787a42f685b6e14ffedd9b7b5fc8a7088978e9be0
tram-000772,771,train,T1057,8f1c23fff76e27a1a08c204e3491232d8c6aae44d8f22952f998d26e159abeac
tram-000773,772,train,T1552.001,43282943d5c0cc80d7c1c8d5c8f302ab65b2af377b8ece2789a9326b2709dcee
tram-000774,773,train,T1055,a45c8d18238d1c994a6df7fd6454e0e9af0ecd94b6f412ef217fc03d156718cc
tram-000775,774,test,T1033,5b9b66310b37cc926f92b4d9493511288de1375c063bc0b143377dff4e0e35e2
tram-000776,775,train,T1055,d6afe0705fe4e954331514b6e8ae92fa357e292fabdc29e241fb3ed59d85ca73
tram-000777,776,train,T1090,33d60d9c3107cfcfcd6230c49e357cb612e20f714ec9faa90948955435b09c61
tram-000778,777,validation,T1071.001,3bce758929940872f50f59feb4cf472b1adaa715d33b5e72616e4f8c92a1a4b5
tram-000779,778,train,T1518.001,76d4fe6fcded68eb5bf695f5843b0993ae68fafc09b7c944c57e7ffe13e69c93
tram-000780,779,train,T1005,cdd41719976721f7e8601805184e96e8bcf2b930616498ded14b1f1817365097
tram-000781,780,train,T1070.004,ce066c109baf796aa35d511d56766eabcef90eaaefc6fd60ca23513a17c7685d
tram-000782,781,train,T1106,19bc38af344ea788a5d05c7ab1f985a59257d37f02a2dfc8decb5c2c022fa171
tram-000783,782,validation,T1106,88833fa9946a097c81cbac2101e8f969b2fb1d23a6ba157485bd73d20bf68e22
tram-000784,783,train,T1056.001,726243e6ffc961f0e269389588a9ffaf3bb1fa39f7806aa81026e7a2b65355c0
tram-000785,784,train,T1518.001,fb462c9b4fe4a8ba1cc176aa3083c78ad8e2bd92cc3dabe0138e6ca9edf8cfcf
tram-000786,785,train,T1027,3e14a6def87a339c5e7e6352eb7f6266009758bf3d3fe19f77d51f512e6d404e
tram-000787,786,train,T1204.002,8ded48a262edb6dca8c91f50c12dd63f3f43ff451a9a9ca24bd12a283db7484b
tram-000788,787,train,T1021.001,96708a919a239ed8aaab7fe388e7d3aa8602f283c538f418d695b2dc055522ab
tram-000789,788,validation,T1106,7d33c2152ca3dcd988dcc8d668eb52e1300c2744fa8afdeeedeb7d993d82de3c
tram-000790,789,validation,T1105,f6b88a81023f95862f8304f86c8876f968a1cb78c820058e1f1086008b22f667
tram-000791,790,train,T1005,2864f237b5fa5797bf7dedc96013d81d456ad81ef9310848a39c764e0e86257b
tram-000792,791,train,T1005,73f4e84088e5ece29874383c39af517475d1ef09a5aaa5a67b93cdb0717c97a4
tram-000793,792,train,T1021.001,1d5635fa5c10dbf9778c2375de76a5e1ae0fc5e8c1ff9de4da05bd6ead45bc33
tram-000794,793,train,T1005,5634011d1a0b1ed5db296e242f9c4d2f3edfbccb9a0cbffa821da8bb0166a582
tram-000795,794,test,T1016,30a485c4dda942bb0a87d75752d7ca7683660fead785ac7dfc1a0261379c5929
tram-000796,795,test,T1570,dd6d0fbdf37df0f188ff5142eb10cfb530624eb5c750fdfc3f13d22d252e89ef
tram-000797,796,train,T1106,a8e803115155bad676766e65fc2c67a09ae94835168c19338629d55a5c8ed19e
tram-000798,797,train,T1190,8f99e68adb69d3b6707909d7f91253a0aa5c36a489dad74b1dfa37b89db46402
tram-000799,798,train,T1027,06a85d8008581b3d959da1e5725ee0fe8e634264b00ae4e4fd47783534e84d40
tram-000800,799,test,T1566.001,0d714feebe65e68c7fec01bb764664396f2c987889a19237fa9350e40c730ec4
tram-000801,800,train,T1027,0586f54dce58e6b290a484d4ce404af54c29882e7d7fbfe7ab4ac338fb451641
tram-000802,801,test,T1053.005,225c896098cec314cc03382da0cf0d4e75ed729de1499b0617ff0cf58b846e6a
tram-000803,802,train,T1566.001,6c619b2af3ef26f4b5131783e161ef40b9a3fe2d563c59b1af1d426ee98e7795
tram-000804,803,train,T1562.001,dd8b653c06106ec834ab2f8a8441e3a75a2b0f6323fcb2b5f5f764ba158790b6
tram-000805,804,train,T1090,6f919a5d24558d7be3ed624000396529ccd412cc8fce9c4d2d3429e5e2b59f7e
tram-000806,805,train,T1083,a62d4d79d3cc696f59da1b5f4fe95a052f106e706a4f4d8a6321f919f3915297
tram-000807,806,train,T1112,0114bb6b34c04454593022a701cc2fd70555247d80fd118eb15508ca04353114
tram-000808,807,train,T1016,de089a124b581d01fff08567e8a53f49ab03350293649b547f8441527215da76
tram-000809,808,train,T1547.001,9ac36c45eaea87476f5e5f2ff42cfe4c37b48a3a6c44b5a22c1176c888e852e8
tram-000810,809,train,T1082,526042b2980d68499c1267c84e41b1f6c3dafd3635ad0f164aa468ebd9d7ebbf
tram-000811,810,train,T1106,1771b440cd2f046dc9858cf18e4d6571c4f530cec04cee604228d59376576789
tram-000812,811,train,T1110,352b0edd2fb6a4968d53ea256d0134b7509a02a492582d61ce5083b13e9dddc8
tram-000813,812,train,T1070.004,4447f01e0eb787742c937c23b68dc53a0d99b5f3c81751ce873f9b15b2742f67
tram-000814,813,train,T1036.005,757ff5d8c399155c642d919dbc7d8d9dce14522b73df9380fefd2df9e51792f0
tram-000815,814,train,T1047,242a7f3d3072d9e95a7fd2d50848358394bf4c41cb2cbabfce9277f73d4b3146
tram-000816,815,train,T1090,b50750e4c0687d734105bc31cfd517b5b79c61a76f0bad8c40bc10b610e0fd78
tram-000817,816,train,T1071.001,ed5805cda36ed6a57ddbaeeda758408404f00a975d9c4632187fdd9c8b5f70f1
tram-000818,817,train,T1070.004,4e8e24b362e0a322791377d510214440bea4104661edf87d34d3426aa7c40b7e
tram-000819,818,train,T1027,67898e17a4357fa983035e95c3fda3004fd9bed51860746e897eef9a9ff7c464
tram-000820,819,train,T1110,e2283c896d7cb0aa3c6591a47336f4409ffefb37eb43a6e79065f1c0ec968bdb
tram-000821,820,train,T1083,c0eea6942410845923135232ca8376c1778a4c37e2a85286c400fd9ebb7655ba
tram-000822,821,train,T1140,8482b9633d9bdeca1452b7f1563152f6f40cfae4d52d6df52ac06c5e870aa78a
tram-000823,822,train,T1106,f20ad98d2134f8043f1ab6f8bc1005a8ea9683bef060fb655cf1c07eef01831d
tram-000824,823,train,T1547.001,7726e03f06d2fae231f7694b06e8e7cea6d384b4eb1c500619c33d4f8f18d194
tram-000825,824,train,T1047,a63ea92df895d76b11cc295e827ad29baa57e8404d56e47bc0131b0a333115f6
tram-000826,825,train,T1059.003,60ae82cbc297dacd78618f5a2e936caf117ea0612dd8bda2d73c903314bdcbe6
tram-000827,826,train,T1016,af44cd9405ce42733be82d958663294545a4324fb2988483c510a8a64917bc3f
tram-000828,827,train,T1057,58a16b1fb208c2af51491869571aef9ce324be9ead90b43519dcfd092e91d5af
tram-000829,828,train,T1074.001,dc277b0c4dfff12f1de9b2f9828f1cc8a73b89520dd1e347861edbdc8e90cdb8
tram-000830,829,train,T1056.001,07afbb1f528fdfccf9fa3a2cc0887cbd0b75c7cc24d66632a592b8530b7171ba
tram-000831,830,train,T1082,623a9f5e4b2ed6d54ce4df19ed2495b48d29d59aea9f22cef302c9dde5da5ef9
tram-000832,831,train,T1112,19abe42674b1c9e5500da294f52eacb362703340c6383562d65cb6b59ad073be
tram-000833,832,train,T1218.011,7f60955685c456abfc18a64fb63a4c4f3db1c9c821b202fd495094d43a014631
tram-000834,833,train,T1082,d827a4961b1cba99ec19a8d909cc79a4ffa1b5ecccd3b037ff3ae50598291958
tram-000835,834,train,T1012,edcc77f93f4e46784608d086b11b3c48e5635709ece2a9316cf08440095de3d3
tram-000836,835,train,T1090,5dd6763f8fdc29b10f00f2b0667716f303f74e7f5e8f86433173feb857fb9c6e
tram-000837,836,validation,T1027,e7110edb4861df7c8da72ab0166c61fd0c110be0a31ee5088190cc5c9055feb5
tram-000838,837,train,T1095,b8f763e1fb8a98bac61fcbe3a7fe372a1d4600a4cef940c01d399bbf6f909cea
tram-000839,838,train,T1041,cfa9c91ac9730e6c01c658f88b7cdf2e1d2452fc3a130aa965c6538c0758cd61
tram-000840,839,test,T1056.001,b2612d0c3981f6f2586ace31e4df3f0daed738837b1d07c113f69d5b4332a74a
tram-000841,840,train,T1566.001,9e60f97e8d98a22e108b4e037d9776b8ab5403cfb397611f1382482bae9ef2d0
tram-000842,841,train,T1047,8df0323df1abeb183eed405b9839f1f50ac82ea69f521cd6a90bb1810676fd81
tram-000843,842,train,T1095,a855364caa9e90771669bedc99420e31447ff7d6dd99b76b0e0e88e85b2f48f3
tram-000844,843,train,T1112,018a1f322d822fabd6bb64508248ba9a88d3a05d3062c87ad53cf851515d60df
tram-000845,844,train,T1566.001,7d30fbc9c7ecf29e2504f7b95c0ca3db15e7ae1e9dd24796a020c2d8932cacf7
tram-000846,845,train,T1033,0acdb841bb58ed360d7bff88eb59cc8910892315f3056d7ac70016a6f4a38740
tram-000847,846,train,T1036.005,5fcf2a58c92c84bd612f7596903a463e8b03af69a25e08d5edb68ea36f8c99c8
tram-000848,847,train,T1112,4949f64b7fd36dfa7c76409d7cb795fa2ed7b1ca35b3bd1627e348a961d0ae75
tram-000849,848,train,T1059.003,9104b43b4ef12d37620468803c8ea2300be18924538ae71bd5ad0841aa7ca179
tram-000850,849,train,T1055,b8043b5aef73437e0a610b96b0a821d1bdb708aeda2542b2754cf5bfab84f610
tram-000851,850,test,T1027,fa87b7213b60e9ce3f7a63de482a2fcc487b59afa5daf16b2c17c2f6163668f9
tram-000852,851,train,T1082,5f1ae9241624e275f01a4228425f2fb2ecef59c1d84f461ebbee58a0f12a3ef0
tram-000853,852,validation,T1027,595261465c99268f3856dc857ca4822e8931bed66d57e4ed9f0d379b544e06bd
tram-000854,853,train,T1140,4a3f5b3e38cfc8623fa11a4f247beabf0e0035d0473777a63bf8d0eec1402af4
tram-000855,854,train,T1078,1af3cd0cfdd62d07655b91cdafd350bcd7dce2d3ee4926d1b946dae2957baa50
tram-000856,855,train,T1566.001,2ca8c9a905a8420321572f60103ec66595f5d97b0203266ca74d0d124645f20e
tram-000857,856,test,T1566.001,3c2fe9f1efbf66d78eaf31c195fb879071d0802257f0ee99384c8da8f43c2db9
tram-000858,857,train,T1105,5c6012e95bc9ce30cef9c54445d7dec85177af285f0544ff717f3c6735b7c8ae
tram-000859,858,train,T1083,4099fe149ed2fdd4a33c92b53026e980a9c1b121050c6ba1f2ddec17c4f6149d
tram-000860,859,train,T1112,50877fec7dd02d27cf67c777094e960356db50d4ecb58b24eb10cb380096b194
tram-000861,860,train,T1027,e5a164d67c773ee972530e224ef04dc8cbc2c02659dfe080df7ac4bcd527de00
tram-000862,861,train,T1027,e8a171c6f1ec4cff1447360e49680ceb30f928604327844d331ae923254e86b7
tram-000863,862,train,T1106,230613313d966e0f0118c1548f06a9e7730c7bdeff4ae5595b7579cb0c82a040
tram-000864,863,train,T1113,0f89dba64c813959ce3c3ff9edb850847e3267b78634c960d775c3b9b6b81ac7
tram-000865,864,train,T1047,2de3e8ccac0573d7f9b3b466a083ad6b67b7f4ea6d94feac97b87bdf93e370aa
tram-000866,865,train,T1027,c5a909c40491c04813eca8d44114a5cc2f2a8b1272e821e28e9863cccc245290
tram-000867,866,test,T1082,2d51ac722c1bd135d8c2c25130e8b6d869617bb491253ffe8e1b52a706465fc4
tram-000868,867,train,T1569.002,72c50cfaa739f951df67e82e4b2998594362cdfcea826ce96ad0d830fb81f035
tram-000869,868,train,T1204.002,547c481d07c9f8bc3e821a8c39ecc32c2f1ab6e4a1299fa251d42b72e0880bfa
tram-000870,869,train,T1106,7d50eb8500faa07e5382c6fb0046651b785c4d92c90410c82df0d7308b52f26e
tram-000871,870,train,T1070.004,b932a03b77d9b00c0eab47a5902e04fd43a51674a4a2f03bbf0346506da88014
tram-000872,871,train,T1083,714c5c0f7638180b48b734d13a340e61f21f925819d469aebfe0ca4c245afe55
tram-000873,872,validation,T1055,e9c980ed47dfba8793ad4aad64f9d64df80b3aaf45ce2aa7c17588a1995e4597
tram-000874,873,train,T1003.001,3776f9f3d5d33e5489855ec21642aefc741e50c1641a0c1c8abfff3bfb2a68ce
tram-000875,874,train,T1071.001,a662183794fd566e739146048d6e77ff8e9796b6b60aa109a08984adc1929f4d
tram-000876,875,train,T1112,5b7a8a4fa6e1cb039ccae4e8d44ec361659b34b0392b0e70583d01fcb31cb31e
tram-000877,876,train,T1027,813f2c55ff6b5500abe2933cc27dd578ad7b7e23fb4ab804d28d5f50910a5433
tram-000878,877,train,T1027,3bc43a5f4d1572c948cb38e036b4f2c19a9c671b366301ee355d85de2f5d034c
tram-000879,878,train,T1055,9c64fcd13dff724417e349c18290693e0e2261197ac7d9307289937fb33e646d
tram-000880,879,train,T1547.001,67d24881e236791565e277ab879356412a14ae6c6450986cd2726a4e7322072e
tram-000881,880,train,T1113,0b84946a7a725769f24bab91d6fad6d2025f1e8e80b79714a2eced574ca7ac14
tram-000882,881,validation,T1055,6018e88d5b450defc820ff6fbd97bd032be0f9fe71a56df3e85612564f321883
tram-000883,882,train,T1021.001,998d93b7944ba8212ceb4409f60a2d193c7d6ebccb5794df8b7d0eba84b10ad0
tram-000884,883,validation,T1027,a42b4492ee60cda3f120a34d6b0921d9dab5ea4d46e7dee209781f34d12bb909
tram-000885,884,train,T1036.005,684096610f8c0dc3701817a5b35c92d47a5060dd6e1dc7f49f9d28acc3323420
tram-000886,885,train,T1204.002,8bcfe5b70e3273e0587031c60548b8a423bb315094910a7c8dfb6de5399853fa
tram-000887,886,train,T1105,958935cddb93bab2f8edcac25b0233b3310813c7eaecbedecf10179b541fdf83
tram-000888,887,train,T1027,ca1f4faac2e167a59a9bac5d5d946eaa0aeb4214a4fafe6d90a89f5e82c74ceb
tram-000889,888,train,T1033,6f8c7cc6596c1bc8bdbf3a224676537ca5166c7f8737a1e17125e5c6b5afdf02
tram-000890,889,train,T1070.004,c0a0b6267ee3779849ef9b5338e5f2ae6edef4d3c1d5fb50dac7c95fa28c965a
tram-000891,890,train,T1033,fb457365f7b60ae3376778e3bead3820dd17261b2add5d7ef33035913dca20d5
tram-000892,891,train,T1033,1c95051bf6e54cf7a7706abddf5eec3779e88d6bbc2070fd3dfb5bce07f2c3fd
tram-000893,892,train,T1041,ddbd47a384ce8bbf5eabdce554b034e7ca93ae8e5d4e3343f5bcf3c5555608ad
tram-000894,893,train,T1047,8aeb24fdf401f7ab5bde292d9419735d365cd338b2257d100d91563ba9c16e1b
tram-000895,894,train,T1078,bc1965b12e032a3cbd1cd04fd1e5268e7d790173d0a5110f27be8fde1d8a2df6
tram-000896,895,test,T1090,31b4b9e07c89cefeced2b572c4ab862a27fcb660d9b8121239014104bb1eadb8
tram-000897,896,train,T1082,e2c10a3fbd7b5542be63f12c4c738b8009ab470884574c1362c166a7aab6eb9a
tram-000898,897,train,T1573.001,55e85ddc5a1738b057ed34242861517562a003f6ab870396feeb30128809d6a2
tram-000899,898,train,T1105,50d76ae7234214a74019e31c4536083cb3baa812cd8f590e1555666ba023b302
tram-000900,899,train,T1564.001,7d762390019e50c75cabc0f4452935c340b500cc56f07ae6945ea010fbae69ab
tram-000901,900,validation,T1112,d5bcd90db2de07eb7ff7b3223131b714674486a8f9b21455661524869756724a
tram-000902,901,train,T1106,1838b7fa232dfe386ad16b7f061398f12398bab1eaf91964311d142abe43bf83
tram-000903,902,validation,T1105,4ba415e8d51ae1bc8b2850b62799dc72f80e54f673f448e59c9c25f29405fef9
tram-000904,903,train,T1543.003,6b7dca4641d2d1740eea587b7aa31fc52dac2b7c737b7b83d012bfbb5521a49e
tram-000905,904,train,T1016,1b53be55c01f7e5ed4d72cdae6d4caa3e515a6114fdb02725be9462cd961157d
tram-000906,905,train,T1105,f11c03377a391f36f9cc2df5aef16f25d2653780262626174951ae9fbbcc3580
tram-000907,906,train,T1027,22b12a7ca44cf47c39d81c62aaa07a572c6fc778bd6e37ec695066783a26c3e7
tram-000908,907,train,T1106,aa8d8a079688a896ae456a047d6c1dc7f47b2ccb6df1520f999a28d392b11d0d
tram-000909,908,validation,T1573.001,da4cb819b4ff976518f54ef15ef7fc7d759fdafbc0f65a65f12c23e27337e5b4
tram-000910,909,train,T1140,f8e1a34a6db358f33ee655186efbcece754565ce27c6aaf7b17e87ff2bf97bc8
tram-000911,910,train,T1053.005,da596eda1da987c1af352486d6a388aa42e26e897fc69301e0f0276c99c26c90
tram-000912,911,train,T1059.003,a0e023a2eb8e06483b3819477b6220bfd3e3a55373f48531ae2eac378e15f5aa
tram-000913,912,train,T1056.001,b573843722a7135e5e27ea56b31797cac75748bfa96cb790f62f3b35f358e0e9
tram-000914,913,train,T1219,dc2dfed592dcf2916f0eca051d41c33045d2139ae824fd2844b0e08adf75834b
tram-000915,914,test,T1082,3c6d48a0b74b48fbfce79bef9be576d4944dc880ca14fdd8cb1fbea3f5843b45
tram-000916,915,train,T1071.001,8fd81907c04add6d730583ba431b3e31b9cff66897d7557ba91155d29b5d2e77
tram-000917,916,validation,T1005,f23531895465d07c1cc3f3f1455ada189b93074c6d7fbc4c462ed2625f0b0e09
tram-000918,917,train,T1027,7be2e20d0efd7018e630edd9e16eaa994dd26cca510a730092402dbe6a3654a1
tram-000919,918,train,T1105,f8ccfad0a3ea292ba720e19820e92fb1ddd743f6969076fa3c2aa2c8939ec07f
tram-000920,919,train,T1068,717d89770e05fc5ccf2899c87fee27da8cf5fcdd695061274fa1c6729bfb2c84
tram-000921,920,train,T1083,30dd52be6a8263d993277c4230cb1882ecef0e558e4532ef7711b3044115df38
tram-000922,921,test,T1105,8cb6a0b268cbb26998f0c48c5c55d943622329ad4e5ef2d5fee5876b9528460f
