sample_id,source_index,split,label,text_sha256
fgat-006528,6527,train,T1564.002,9fd86649ffce2acf239f6219f3ba8c6c8e4862b61b02a8b9063327a8464664c6
fgat-006529,6528,train,T1546.008,1b3f9c669029146ab04fd064ebb818e8d93eb66a428903f87d29bb402940d555
fgat-006530,6529,test,T1021.003,14f5de0b05623f2c051bef84628382f4429ed5b1f9a3c784001c613968b61642
fgat-006531,6530,train,T1491,3eef50b0499958051f79f8b602c019774c67ea09f96a8bbe598c93ee95f57925
fgat-006532,6531,train,T1491.001,74624cebe19722e6583d8121332bd228914118311abe3660095fc594f2840920
fgat-006533,6532,train,T1071.004,6d0951f6e07c7928f5467adb8e20301d6f6fe402ad8c8b7a85d8528e047f0195
fgat-006534,6533,train,T1132.001,36fa6bfbfb25e2f9b8579c03e5e9e986eb582d8a8b184cca2b4b01c0cfa6ebde
fgat-006535,6534,validation,T1105,0b80595d770e0817b5ba4cc3e7c6e79b361ae60b8d6a2a824b6d40ea55886f13
fgat-006536,6535,test,T1041,08130c92ecea0ab37d0642a46dc5d0bb68e97ed45416a30610d7ad60b3f6e051
fgat-006537,6536,validation,T1005,2f3f97d76fd1370f87e960d0e19173917f8cc5ef35e221cc66423f07288a1ab7
fgat-006538,6537,test,T1059.003,423e4633729af4ab3c972937c4c6054a943d8386340657af6159e60a4de5ce50
fgat-006539,6538,train,T1033,c4a73bf62babe4406855179e21ff5e7011924371161d17fde65c725ec847d378
fgat-006540,6539,train,T1547.001,c8c15e1a03c196b008a162b0ae607112ef77ca8bee5c0f5fcb0fdfb63f877ec6
fgat-006541,6540,train,T1204.002,db63810a61f68650b1d9d7acbf12db07b825e289197fe3efe37045d929456367
fgat-006542,6541,train,T1550.002,634b7ac775c6cfe6ae90a762f529e89a80bd25d8bb6dde359a117a7ddcf1120d
fgat-006543,6542,train,T1550.003,2e37b36b0da02c1c1378b6757bd769ade1edf4094ea132f704d1e2d38883d54e
fgat-006544,6543,train,T1505.004,f9490bf83a72a0e38e2ddf06c35d054e6d98e42dcf2efcc6062fb813e7c49520
fgat-006545,6544,test,T1505.001,60d32836ec8d92a211252e785eaebd482a465a41f2574de4d7a2659f43a68a20
fgat-006546,6545,train,T1056.003,0eae993e4c8d72079a608d5a8b77ad30dfefed516e333746e6a35ade580509e2
fgat-006547,6546,train,T1098.002,6db945f4871b7719ee0def3b8b9c0289a8639375f87fea35078e895083a69648
fgat-006548,6547,validation,T1098.001,2c1e4316c4f65a5512ec8b08ea2203bcebf8a8c9db307434e2119d10cf21f4b2
fgat-006549,6548,train,T1021.002,02d2401a845ce95bebc5e325ed28743e8a4fcb08593d56c210a04aaffa4183dd
fgat-006550,6549,test,T1136.003,ce24a24a0479b3c4c9749fdc0935c8f82186192d447e12cdd4448a8579803e00
fgat-006551,6550,train,T1559,b55236a02dd56a161f99e17a9c8b3d8aaa55761be6db58fccaf93863635127a6
fgat-006552,6551,train,T1021.001,86e480c1ded71eef873b003d183e1ee2e61ba8d809e455e8f84c6db3f249ef2d
fgat-006553,6552,validation,T1078.002,ae1460a1bead4919d944c84279393ec1a7149590f8b08e0b0e0701eb464b6a27
fgat-006554,6553,train,T1003.005,b8222a661ca6bd5140dfc7f4069d705c80f09a6d2caca56dfc2972d579a67733
fgat-006555,6554,train,T1021.002,947c06c971aa177a50e48b52bdaa36dff1477d520387b5afd8824d97fd80fac8
fgat-006556,6555,train,T1552.002,cd695cf3825f912bd49adf6e76dc9dae73e9189b6f0e5063e2b3fa73967faf5d
fgat-006557,6556,train,T1598.001,44c33a61fa9cc8a590f8fb8e051256172a2c9890da9fb57faf06b946db9620cb
fgat-006558,6557,train,T1566.003,1d405c8582bd07ae6c749e62f825f18e0e16efd20158be0d4543699382c35e17
fgat-006559,6558,train,T1548.003,2d41b4ba65ec238c3cbaa2499617a62be708675239537405e6de9e92720de789
fgat-006560,6559,train,T1090.003,a2a1b25d5cbaac2ac024a78ba35bb7740522234f353473598c6217f275b6f151
fgat-006561,6560,train,T1048.003,67b01f20e37999d1f0698a6743bfef0d5ccc46d147aaf79ee061eb245c3debdd
fgat-006562,6561,validation,T1222.002,16ed13271321ab35b2b035c5361d9bbc24cb2774228d4d0d00f0521793dc9810
fgat-006563,6562,validation,T1553.004,3293b4c85a85b7b3e7ddbda75ba029cb94a944b9a074b0f91b9cb2fb9f5e22fc
fgat-006564,6563,train,T1543.001,052b46a3688403e9963facadfc847ab4f92cb64bb3a7d72acaa2830d739d7db6
fgat-006565,6564,train,T1027.002,34a6f001a76f482e019038b42c75e9c2b8407ab1a687afc83d5af8d0cdfe40ef
fgat-006566,6565,train,T1056.002,3e9032a01ae93ca4c240e5cbfaaa01a6eb12288d7b479c7e07d619e222d40395
fgat-006567,6566,train,T1557,84578c8ae1f5c8020e590d4605f083b507f63d964f6ccab6a603423a4b5fbe80
fgat-006568,6567,train,T1059.002,d5cd1d5f9a32de1c7133d8253f78397a2a7b097a51c721873292b33b0836e22d
fgat-006569,6568,train,T1547.015,52f0dcde634e39b5d9bcf3e38f229bcef028954f6b3c446bfa2ec5e875638913
fgat-006570,6569,train,T1071.001,063d5bbc5f5792702cc513ee142788fa6b8ba2278c00c842c3ba093cb6ae4da8
fgat-006571,6570,train,T1036.005,b2926dd59fe67e554c3b7b6b8bac076865b4aa7aca637abec8c6a4272c6420ca
fgat-006572,6571,train,T1105,c310532529684c68db58ec224f5e3bec82ba9dd31741c9cd6f6feec03a0acf1c
fgat-006573,6572,train,T1059.004,9876345d659228e7883fbab57a5ced4ff2b0f8e1909bc4560c509b619d42f92b
fgat-006574,6573,train,T1083,43f56fd186fa4a00a68fb75559e7e1652dda63cb6a79c44750c581f3169f46ed
fgat-006575,6574,train,T1057,55bc4b3506891a5ae2ec5cc495637cab5712119b34b1dfa25e1108d3fd9e4199
fgat-006576,6575,train,T1041,0e71b9dda5d7bfba75abad03f62fabf5ad789f28f95d72c64403911bdf6bcccf
fgat-006577,6576,train,T1020,778e757a5680d1b5c5111998eb23bb60f15693dccced0ae0481393565af6856a
fgat-006578,6577,train,T1568.002,5ecaad6e06edaef1af027f66590d43d4d479378693882dd5e3f71dafb3a2837e
fgat-006579,6578,train,T1102,30912670eeec56afb9e34344644649c1f4770f4dbeb66b43f5083adb51e359c4
fgat-006580,6579,train,T1573.002,88510ae2a5409ce5cbea073fe4923ca7f6cf0727d45d26b248822d058fe42921
fgat-006581,6580,test,T1133,bb73fdc9b000a6d00ee7b5cb55f34f9e64be1482993dffa270e52143b4033435
fgat-006582,6581,train,T1610,9c3524d66fa876ffda365fbdc19b546f60b0230c7ceeb4677a81072a227d9050
fgat-006583,6582,train,T1219,b7767ad50d9a0c519df08413e73a50b832e828a45f782e27ce4f981f4a1c4ef7
fgat-006584,6583,train,T1078.002,4492df3d05a1ca74f4e128e1e13a8c84e1cab1301cdad61b5b5a9d8574cfd2bd
fgat-006585,6584,train,T1136.002,dd0a1e17b5037e9c2d8fd1dc8c3de0a666ceaeec505cb3d4b35d37cb0b129411
fgat-006586,6585,train,T1078.002,d0f347a0d1d863b4759b8fa054caaebe93b166e6bf88006f3e094c82b7511660
fgat-006587,6586,validation,T1090.004,b1cbff4ad7dc31fb1fa86c550de3663dd544b19a79520a2f317b9448f0bb5fa8
fgat-006588,6587,train,T1583.001,db0711d589fd98febad6cd4bbd153a352024e076175a6ddc5e850cf60ba1e55d
fgat-006589,6588,train,T1583.001,3d890ffd5b1641713278a5d69f256a92518ebaf2ec8b012560d3e3be890f5f15
fgat-006590,6589,train,T1584.001,50573ef00124a343f73b1c55f4fb7ef9c0271570f93ef8d223a4aeeacb18eeab
fgat-006591,6590,train,T1583.001,cc6ad811a29bdcc8a38ede6be126da0fe1d5acba25bfae29816d7a3061548c77
fgat-006592,6591,train,T1482,b4bf725f6a8fdc75c1d1c6d51bf0eee02cef89ea9556ae0964c77f38c0dab82a
fgat-006593,6592,train,T1482,fd360aeb95643744c2706a2f9a066ec456373546f7c0847cde97350c7dcfe757
fgat-006594,6593,train,T1482,853b8d07dbe6e4c75c458efd894338542d98d80ba594168c9278e451f2fe47d9
fgat-006595,6594,train,T1021,0a91878fbce9545d88180e7a6d01707b568be49bcc4b8f10fbb5688774e4e386
fgat-006596,6595,test,T1105,d45f06714f9f14fba35ee1c039bcf48d27729a088e4d7b3f98bbef8e151512a4
fgat-006597,6596,train,T1070,e3e4cf03b93faeedd3ba05de25e57a426eaa063bcc01b2177162280e73cc3084
fgat-006598,6597,train,T1620,782795061d5d89106572c8b184df0ed9539f483ded4d851c6f0791416f6fce37
fgat-006599,6598,train,T1027,0ce41342fa79c82c2c13c6a38e6e69d1dd754d261ecf3177188f36efe1d20106
fgat-006600,6599,train,T1027.002,831722703191784592933bfb4b44c70e553c129ea4f92afecc2122143b29bd7b
fgat-006601,6600,train,T1059.007,a623a0d18c9256f1e336a98c73e5522d49ccd13da1fb5ee9023041ae2f797b71
fgat-006602,6601,train,T1059.001,30d8e03c48e6b911d449e58391cdcf9d27f2b5e11270c95c159953cf2356cf8f
fgat-006603,6602,validation,T1059.006,c7d896908bdc4b9a66695b0198298804e637435a0bd06e450289966a2f2bd280
fgat-006604,6603,train,T1059,727dfb3aa2b354376d5dd6327db68b1e8948cc9f9559d69ebfd75896b0e52275
fgat-006605,6604,train,T1059.005,0a76474e263793af1b34c0199e8aa392e09d28458e6d565d8e11c255c7d110fb
fgat-006606,6605,train,T1562.001,1341b453d0af7f5df88f42973a6397a51bd5ba04a9f12d9b16f3415d4f8f913f
fgat-006607,6606,train,T1071.001,2ecb156b6fb9dd323818dfc2d59fdaf3679b592ba5ea70d5c4c10ab20abb73eb
fgat-006608,6607,train,T1106,eb8518767bcdbf57e8ea48013e14f5c2ae4ae99ad87177ffad9f9b3d068285c4
fgat-006609,6608,train,T1055,df62b54e2152c45d49f26a0911dc88574b72ccdc821b12afbaa076d6eca12c52
fgat-006610,6609,train,T1057,4b989b623b41dcdb76eed41166b983fa18c71cd7d940b96e1a3e15bf2d082b34
fgat-006611,6610,train,T1218.011,cfafc06ebc14ed8698318921e489d97b796c422f87d74c52f2e6f75d8f560096
fgat-006612,6611,train,T1082,16ce7233da8d4bdeb2569a01620b8130eb8ea457e3447361ec98d205fc5fe1bd
fgat-006613,6612,validation,T1033,91ae92fe3b14d42314a14eaf008d734694181df8d54ea989108d5f543e553d0d
fgat-006614,6613,train,T1071.001,fd92681c5bbef9467e1ce2d3e7f20345d2a5aa0c9149cb9c8c536e77c2e42758
fgat-006615,6614,train,T1012,0d7d55bd2057f3bc659600d4d99092dc2992f66559ebb299c5c311d039c94b6d
fgat-006616,6615,train,T1059.001,7597960b6a0f6a4ede30fa61624f896cd7e551543e1ca3b1d076296eab3b1c5a
fgat-006617,6616,train,T1547.001,46a8c97833240d0fc74df7f983698aa38010eefaa109159f44fc3a72114fcd80
fgat-006618,6617,train,T1059.003,d73ffd57ebeb1253c37cc01d7c2b61b3e724bbc47b85545a58e84c968f645219
fgat-006619,6618,train,T1548.002,bb685751a212fd376ee18bbbf58eca8286fdb218d74cffa1e9f00a252442bc4d
fgat-006620,6619,train,T1001.001,6e32ee0d38e4cf4b0a4fd0645513204e8a405e18d911f4394abdc810f39e6514
fgat-006621,6620,train,T1573.001,a9e38802fa88d2c278dd108d638a06792167ef4f1c0b320eb0b31e4c85ba589e
fgat-006622,6621,train,T1574.001,efb450407d2a0d4c35aa51a161baeeded1571838c8b410c7426c30ec60014918
fgat-006623,6622,train,T1557,43ffaea95a5e39c9d5840b674d229a561f242c0bea80fb32580a029cf37c28f3
fgat-006624,6623,train,T1562.010,08f7716b7c9aa60b91612979eef45de5c0ab2ce59c78b9c843c31be8fb4fe169
fgat-006625,6624,test,T1601.002,7edf74f56e78d5ede2e417cf73243036613c20c1a4d73e9781560ae0a0079686
fgat-006626,6625,train,T1601.002,db939149215f478d9e2932232d54a89c069b1a6f7c0c234682d90d3936492b8f
fgat-006627,6626,train,T1204,27cb41312a378536dfb5d445b5ed1ac8d3c10f900333bc3b47113fa08d9a0878
fgat-006628,6627,train,T1114.002,616788568151d07df1940885c4ada09fa703f7cf48ab1ccf9afd0d3d3cff9bd2
fgat-006629,6628,train,T1583.003,27c3030a72bfcfa5c3ba2e435213d64fd866e73711be30036f9f7a435991fd88
fgat-006630,6629,train,T1098.007,71ecb8db57aa71b74e4172e43b1a6b404022b642c862040e029858b517ed0ae7
fgat-006631,6630,train,T1547.001,19e2dda8bb02ead9fcc0706e663f72975d7036bc85bc79df70544b78888efa7e
fgat-006632,6631,validation,T1110,de23e635bc763a893efc0d787977447baff37c57bee4edc3359c579813d1f322
fgat-006633,6632,train,T1070.001,6ed9d9d3fa732b4e9144e6e2395e860991ae9b3d3b0106cca1d162d889f336ae
fgat-006634,6633,train,T1005,de8ee2c646e4fe07e66f5281be1bc60f22ec559a76ec29c3d8c90750e9bed320
fgat-006635,6634,train,T1591.002,453e91258335d921ef50d962fd7bcc1e81c2aa200cb8562612800c0a81189abb
fgat-006636,6635,train,T1505.003,a520b5833c1acb697788c30ff7e78def2e5b0c240467df9646025c22a727524c
fgat-006637,6636,train,T1560,6ae2800f164d6f1ec6c9af04bc027b88ff16822f7239942a16ff7658f3f89a4c
fgat-006638,6637,train,T1584.004,0d746df8a9903f4ce499c1677c270e0df6711dc9487d16cd5ff8d919683cb957
fgat-006639,6638,train,T1189,6f9d9980a1540ffb740027ac7133d53b98dcaba6100d40c72555e51124ef28ae
fgat-006640,6639,train,T1078,7a56ae816a388dd99969f0dc93a9eb3fccdc5cde37b939f0edc9d5241b2d1cc2
fgat-006641,6640,train,T1608.004,a83f48ce626b65fcd12aa13c27d48ecf1e55fdc794b6a89d73fcbd2eaffd1f6e
fgat-006642,6641,train,T1190,cc1af2dedc0d423231629167836cc50e34e946d113e7f2f8b6bef9dd5575337c
fgat-006643,6642,train,T1105,a35fa25a5d841d0d4141ba528e4a77063980503ec9e18d5df0100fa8c3dd0702
fgat-006644,6643,train,T1074.001,1c676fedb26d755fa6ed7a283a94398aca3499d3b5ac9aa775adf1d9a4dc2007
fgat-006645,6644,train,T1036.010,8ed18007c4a6e1bac932458260c4a5b6b334a1f0437d5f47ef180777517347a4
fgat-006646,6645,train,T1136.001,895165dcd453d468a1d049afd0ee828dd473424065017b549021fb65f6f2faf7
fgat-006647,6646,test,T1070.004,f6f8879c9bcb22f9b36c45a9ccf9eaf7f2cc1dacc45d6ef5f322aa8c561ccc10
fgat-006648,6647,train,T1562.004,ab2fe2de5aa2e75290406bd50191b2da5a3c24b66e6816378cbbe09248c2210e
fgat-006649,6648,test,T1003.003,05055241482a08bb64246e88ac419a1893cf9ab2742526913427280031d5f8d4
fgat-006650,6649,train,T1110.002,adea469d8ca71cfe06d21d7f8a4753094b55684a93af15cb52c5c43339b413b2
fgat-006651,6650,test,T1203,836775b4ff7a5647d8820a660aa753825b4167dd815b9f034d2ef7910d1548a0
fgat-006652,6651,train,T1210,18eeaf95d9cf3c213aa748ce4d1ac1729e532a598dd1a9fadec277088f597389
fgat-006653,6652,train,T1187,59bcf4e365999ec517aa59051bc812fda2dbfc8f6adaabc48bfadcc363c521c8
fgat-006654,6653,test,T1135,b6a78080cedfacb428403356d3b475526ee0fe063eb9721bf571638a2cd038c7
fgat-006655,6654,train,T1221,674c29875e16e3ab36009901beef501a865a732cacc3800d67f804bce62c25a8
fgat-006656,6655,train,T1018,56361c52679a99df6cb07d2f3c3a29b448c613f1c4e061b35286fd339b96ce42
fgat-006657,6656,train,T1564.002,21279620338c8b0f39a7c6dc3ffe8fdd2b5ccd421774eb6771b13b872cab4385
fgat-006658,6657,train,T1112,c3391a6c7205fc4b23535e8ec790144b66b97fc1caa93b6df5e81f4b7bcb4b91
fgat-006659,6658,train,T1021.001,dada15863bc03f6d791d7693c4422f6df9da8ffb6c5fb005005931c355537825
fgat-006660,6659,train,T1588.002,8320d0c493ad888d60317f3db15db0afd97ecce120a22362d42eb72ff70a3bdf
fgat-006661,6660,validation,T1113,0ad160cfc2a9adbc33726a921ca489998c93bd5c6de164b19a248708a4334053
fgat-006662,6661,train,T1195.002,8fd833b4d9a088af09dc8f45a031ab47d67fb0ec557783456338d2dbcaae4182
fgat-006663,6662,validation,T1012,3315799ffe594eb9ca7c3b05bbfe9ae931f6bb5622709445d4219ee8210482e2
fgat-006664,6663,train,T1583.001,a40f73ffcd74bbe2db719934651b72a4866d5126981eda4c543f9d89d28556c5
fgat-006665,6664,train,T1595.002,da6a449490d9a85960d60815b90c56692ee46029bd78527824e52aa5eff260b0
fgat-006666,6665,train,T1566.001,2ccdd7997ba3433feece99b4549d96e5f91d55af057834bc26f39e84f2a4752d
fgat-006667,6666,train,T1059.001,a51875f57b771c41c6d847040e105f6bdf15727678c40cd15566c8527dbc3a1f
fgat-006668,6667,train,T1071.002,79f5a93a787e80cdd30449884709763d8759e6266dddfa08375f3173210216c3
fgat-006669,6668,train,T1133,c44d28082b10a8eb990e723b8251c917a7ba9fa7e7aaeca7b2f766cb3144efeb
fgat-006670,6669,train,T1083,b7f5df66bafa797f906992b4427ba3eed1c9389ead6e37ae1e7f7305ddfb8cd8
fgat-006671,6670,train,T1069.002,17056f5157e5808a393f68283372b99130bb4f70c0fa555167231d4a12e8b5f9
fgat-006672,6671,train,T1016,d5a3a83da4e40e608a91c6217705bbdc613a04d8c552d2d1c45a9d9a2f565b99
fgat-006673,6672,validation,T1087.002,ae700b1be528ae73b2dc0a1b1831d3bf24fac78a9580f6ce6a65080efade7dfc
fgat-006674,6673,train,T1053.005,38e066ef10201e3e26f75add9fd228aaa3a7ed06e13315f08e485ee06e9402ff
fgat-006675,6674,train,T1598.002,c4ea517d661e3f0d950f9b480001178bb56d3295818bc8dc804623d3f60a65fa
fgat-006676,6675,train,T1598.003,253ece328e2796ca993caab1664151d400a8866c061fff3ef64e2da60c2ba800
fgat-006677,6676,train,T1059,842ae74bd6aa03847c87fc7dd5905a7c09a4f1983af0915f730adada14fc94c6
fgat-006678,6677,test,T1204.002,883b73000610e872cad495d84d07605acf091282d3707fd99de708cdd2972116
fgat-006679,6678,test,T1059.006,7e2362130619c1915514098189ce95eddd4e2bbcdf8cad64633cb4000376fb9c
fgat-006680,6679,train,T1059.003,e546b8fe237b2a8ca6ec5415f3972404cb056bae1c93a2c70905031c46f595aa
fgat-006681,6680,train,T1033,605b4134dae05b3ecb38bd3c1f771a58875ca6195811f2ee6ca44f329a103dd2
fgat-006682,6681,train,T1574.002,d52eafec833be29c6248397929273906dbbf8e92e40c972b224333174ca6006d
fgat-006683,6682,train,T1053.005,38cac1edd31c75fc2443f9bf2087829575f2f8f42db3a128eab3bc9a1d2d4948
fgat-006684,6683,train,T1185,687d1db9df54bad2d792efa5d429042bc3363a87716a7e1c17eefabdc6372a17
fgat-006685,6684,train,T1090.003,ac8b486dad60eb7644c902ce12f747f417c154ddf3a7cbed6082a9c7c561cc38
fgat-006686,6685,train,T1218.010,dd4b9f958659ab8b667677d5cab458e9eaae9de28e3ed983333f1c7bbaf0c11f
fgat-006687,6686,train,T1090,cf406e423387d1e38948eb13276596444d37412320b29cc23d5af2d6477e8978
fgat-006688,6687,train,T1219,9e2e97256d1e552dc9949d8783a40788e2edc608b2eaecb108fb65f40f8b7ed7
fgat-006689,6688,train,T1518,9d3e4b81723606bb4a7b9c5ce3138a24b664ee90f66b9e6fdd60b1dabe2b8259
fgat-006690,6689,test,T1082,786f37410b608bd69ce8e3c385248d666c25b0cb670bff1e6ab3d7e8ab573bd9
fgat-006691,6690,train,T1573.001,628b244626868a351414006017ff4dcb01289cc82cfefc7f721497dbc8dfc905
fgat-006692,6691,train,T1573.002,64f07c051c811dc2716f7d4a72be598e53f6d28df2bf4bef6b61cd8a545e30fe
fgat-006693,6692,train,T1204.002,cc67c030597378e2d2e356a6979a03d3111c236e1682f1756734c5645dc3232c
fgat-006694,6693,train,T1071.001,527b13a5b5df9c5bd53d008c4dec7db2174a092fdad01c996aa7e618787bdbfa
fgat-006695,6694,train,T1106,6b816cd88da8bd9e7d381f2ae59abb422d16a7682041b39c183e1bead20a2a15
fgat-006696,6695,train,T1027,209663b4b85e05dd8fa52f614f0469ad2f60fa789f35a4e96660b82184ba0084
fgat-006697,6696,train,T1608.004,525abd87ab8f5bac50c5b0ed08e75f7185e0ae567ed78a760891cc68da248b46
fgat-006698,6697,train,T1083,1fc1f9c30c8bc238da1b255058282ccb12f80b07a001d8ad64035489caffe06c
fgat-006699,6698,test,T1102,64204e8fad6215dbb6fff3431f97e3c964b20052bf047bf00c26a91a75b7be39
fgat-006700,6699,test,T1105,d99929c90bdaaa3fd976be14f251a875a4de4385a24cad89c0774407b0fdba7d
fgat-006701,6700,validation,T1059.003,996f61727512ad07ed7b545bcaeb56246ecbe6da965c0904dcf2ed40c7413622
fgat-006702,6701,train,T1140,e4ae87867e9a151c98f9186fa4efbfe3016520bfe59f323c794110588128d5ff
fgat-006703,6702,train,T1614.001,aa2b6395ea5247b1ac9062cc755384d38d23bd2e0b498b373d3abf5a6d705785
fgat-006704,6703,test,T1567,80ba73499a5b0d1fb1c54ad92f06e02e606b3e6017fef5859067944eeff7864a
fgat-006705,6704,train,T1059.006,3199802dd1a052d8090bf10c928576d632b3791998f42966ea50c9197970c7ce
fgat-006706,6705,test,T1027.013,8abb05a249d0f719664ad2980b168b480aa8ed768a8cdc7f59929484ba55e831
fgat-006707,6706,test,T1070.004,3216251e49130cc7848b16450afebbc839b3582d1bd524e6ff6790e6185771c7
fgat-006708,6707,train,T1105,27c2c0a255c123999d8b0b8971c4c82f3218b7ab59876faa16df923d4251395d
fgat-006709,6708,train,T1059.004,f9c29860b2559acc770aaf148aa435ba59196fad47d404610b8875d523cb8377
fgat-006710,6709,train,T1041,2ef5787e2b7f24ecd41b7d7d5c80c4b4a6774bdbbd87abfd50b37d81c51e1cb1
fgat-006711,6710,train,T1005,7d54fedaf14f4b27ef107dcbf2a180ed135103714f54e9eaef9f6800369050f3
fgat-006712,6711,train,T1095,d44bc3eb826d517f2e6228d1af13825145448cfb8a009dac62fc288194321d57
fgat-006713,6712,train,T1090.001,46b0711e23a11a8f006d7840a40266f3ff015a27771c6c8fa58f3be800c9ab9d
fgat-006714,6713,train,T1547.006,267cc5cf261a4aa6e324edc683e198334a26e3d02c4cbd773efa73906a23e1c9
fgat-006715,6714,test,T1071.001,9b73818685f3c3bf1e5800bcf2760389d02bed0e09781618bc3ea548b233e550
fgat-006716,6715,validation,T1140,24bf83791bb3761cd37caa11ae69230bbe30d28b5bc02fce45a412a7ad699b3f
fgat-006717,6716,train,T1027,9151736af7328d749f36cafdfe2231f1de82e1f19966407a37dbfe4947848051
fgat-006718,6717,train,T1014,eba63c6fb1bbe83fc32ba8f9f7127a0ca26e0683bc66ad657a2ceb7e88f6d44c
fgat-006719,6718,train,T1543.003,7920f4e28095aa5e77a95a1b561d83b0caac88e3bff0ef4038e30dcc9c25dafa
fgat-006720,6719,train,T1005,fdb2f10d1873e156080b0d4c12073cef5da0c593c3a4764a1dc69e5c8bc7c84d
fgat-006721,6720,train,T1049,b2cd3a29c1a6aeabba5200fa6817543b5f3b6fb7ce07203e69500970efa9f103
fgat-006722,6721,train,T1012,65ad3e3fbedd980b2d1251bca4826bf1dea2b3ab75c3681fdbe00a4381573ad6
fgat-006723,6722,train,T1016,99945dbbabb137fba6d1f5b6052e04223e88b13a60386588f7c454929e42b401
fgat-006724,6723,train,T1082,e8c7e1742307595611ea2b8fb73dee07a85e8bc205a41dfe99a16937d2f3883c
fgat-006725,6724,train,T1083,8e02a73fb898cbad77d4ad6ddc55e05cdac6ef25b356cb2535f5fbae817829c4
fgat-006726,6725,train,T1070.004,3ca209cc11a0dd25b14821a75dba85c08e720042ff0317c8aa5c9c2751426c10
fgat-006727,6726,validation,T1217,c6631a71f8925a57457dbff7a19d70ae8b67c3c3c9a980df272996144090cd21
fgat-006728,6727,train,T1074.001,5dba6662b23c77305dba17a3813b5aa654cf57f9d293f64fdc7f19f30a8bcef2
fgat-006729,6728,train,T1129,a5832bec75c360d78c3769ffa54a8749446bab2488771337f58197bd5d6a6e5e
fgat-006730,6729,train,T1140,04b62fd6f341323740d498ec2cce5af667d6b99f1370bfeb6c34304440b64096
fgat-006731,6730,train,T1027.009,1a872dcd24b00108996ca8ca97d9979f94a24a18845a8140b3fcf7a864918dce
fgat-006732,6731,train,T1059.003,6785e1b70159fc6de46b2621a3b57da998c204e6837c54d26091529c0541e961
fgat-006733,6732,train,T1055.012,656f6a224dd0e3845a709ed25039c6406ae3699b0f563ea5a810cd68287ab34d
fgat-006734,6733,train,T1560,abea640ecdcca0bd95ee54df60f06e706531cf1be6d3860539d3b62ab57b77b5
fgat-006735,6734,train,T1078,90695371fad6285dd03bf28c28b44b443e66a193965bae836a7d1fca7a380c40
fgat-006736,6735,test,T1573.002,711fc5d15ccc3deec73789e330b63916f9d1b8ba45246b1e5fe3dea29fbfe8bf
fgat-006737,6736,train,T1218.015,1ad3a49cd54af5cf707d8d9708bbd0e0776555ef59e34a7b087bf307e1370878
fgat-006738,6737,train,T1059.005,21a7d931b69fb54d1b5dca9b30628d596aa01de3c6311f1fb19a1385dbedf8ff
fgat-006739,6738,train,T1657,e442cd92de3949069de6ad0eaf5bce72c6f8afc958f2cfe31d27959a03fd8e8c
fgat-006740,6739,train,T1542.001,6131e4dea71e0b7a584722ca29f236e207b1fb5086ea7d023e3aa6b39174649a
fgat-006741,6740,train,T1090.001,246028e55bf225cd1a29c739cc901fbbfba1add3e32a35d8ebc54bfcf35bfe31
fgat-006742,6741,train,T1056.001,f61b8ab93673090ddb2ad95da6244e1f6f27a6ec0a299cc0b0a8977ee195f49f
fgat-006743,6742,train,T1543.003,43c39d3d53937e3268a785b5b5dfa2b9f5a31308947d8b479d5fcb4ae27aab61
fgat-006744,6743,train,T1134,642b7da7290eee4e40187e7f371ebaeb0e55b51d7375d2a1241a5b532df33594
fgat-006745,6744,train,T1218.007,6d88e544071e3b8b3c01c25a5c5d7846aa5fc447042f107743417b33df47ec49
fgat-006746,6745,train,T1055.012,996109d111710b80d07d33d1e109c2bda67fbc53b107c59b97c678e24055d128
fgat-006747,6746,train,T1071,c3a0052d76f618b54e483541b7a664b90ea9f5d6971e8ff944a729b2645b9feb
fgat-006748,6747,train,T1027.003,ed92d4c57cabe5cde097f4ea6ce58f52346bca99ac1cdf1e743f54f4f27fe061
fgat-006749,6748,train,T1055.001,8f3e049eb6860efd052e552f2da55fb88ec74ded37cf7641e9143838f3a4c0e8
fgat-006750,6749,train,T1546.016,db52fa592a16c188afa076622387eb2ccf43cc0faddfc7ca4de404780415f270
fgat-006751,6750,test,T1105,3fcc1a5969cd384acbfc96e0f4f0aaa9bccaa79dc29bb0a92180a476df5d70ae
fgat-006752,6751,train,T1584.001,7c6b52932301ec4a334668995c02c20764d36ad93f233a5182f5fc2fc7bd0e91
fgat-006753,6752,train,T1189,144b0f0df0c1b49e8a546365ad7eaee371472808a5fc627f605698bf9a7cfd03
fgat-006754,6753,validation,T1204.002,e7fe2fff9aa021c2dd8623d83bf20b1e7323a757716a9bc26a6d293fd21e30c4
fgat-006755,6754,train,T1204.001,28cfef69c5c8aa4dc6888db1c01f73b6ff13aee8cf97cae2833ac5b3ae10b863
fgat-006756,6755,train,T1566.002,785a80adde0a01a88d0a551b3bb7a302a0dcde65b5ab52061c3314a83ff64b43
fgat-006757,6756,validation,T1566.001,e5fa140781d7b37d99ecacb45507cb561534c19c14a0b512fa7b96b172455dfc
fgat-006758,6757,validation,T1074.001,e2d25a8d179107eaedd015661a701dbdd741a800e622818904a0a96325b0c9da
fgat-006759,6758,train,T1039,7d99058edaf0668ba8d4e4aac011e64e8d010340ea728c826265e950aef24cb0
